,Application Number,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,DOB,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,Application Status,age,Vehicle Age,is_npl
17260,25650920REUC00131,148000.0,148000.0,60,M,1972-10-10,STREET VENDOR,25000.0,PU,ISUZU,D-MAX,2003,AG,186000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,51,20,0
17268,25650920REUM00055,28500.0,28376.54,24,F,1997-06-19,อื่นๆ,12000.0,MC,HONDA,SCOOPY I,2020,DB,38000,S1,2023-01-02,S2,PL,APPLICATION_COMPLETED,26,3,0
17274,25650920ULMB00149,23000.0,23000.0,36,F,1970-05-09,STREET VENDOR,60000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2023-01-13,S2,PL,APPLICATION_COMPLETED,53,11,0
17288,25650920REUC00109,138000.0,138000.0,60,M,1966-12-07,พนักงานบริษัท,22000.0,CAR,NISSAN,ALMERA,2013,BI,196000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,57,10,0
17293,25650920ULMB00151,15000.0,15000.0,24,F,1995-09-02,STREET VENDOR,15000.0,MC,HONDA,SCOOPY I,2009,BA,20500,S2,2022-12-25,S1,PL,APPLICATION_COMPLETED,28,14,0
17295,25650920REUM00071,21000.0,20471.58,36,M,1984-02-18,พนักงานบริษัท,16000.0,MC,HONDA,MSX 125,2015,BK,28500,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,39,8,0
17304,25650920ULMB00156,24000.0,22476.87,36,M,1993-05-02,อื่นๆ,8000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,30,8,0
17314,25650920REUM00057,30000.0,28989.28,36,F,1999-07-14,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,24,5,0
17322,25650920ULMB00158,18000.0,17506.2,36,M,1962-11-17,อาจารย์,48000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,61,12,0
17331,25650920REUM00059,27000.0,26211.7,36,F,1988-06-19,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,35,11,0
17335,25650920ULMB00170,27000.0,27000.0,36,F,1980-03-19,STREET VENDOR,25000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,43,7,0
17342,25650920REUM00079,26000.0,25201.62,36,F,1985-11-16,อื่นๆ,8000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,38,10,0
17363,25650920REUM00081,29000.0,28905.7,24,M,1996-02-12,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-09-20,S1,PL,APPLICATION_COMPLETED,27,4,0
17429,25650920REUM00092,12000.0,11296.15,24,F,1977-09-26,ข้าราชการ,15000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,46,15,0
17446,25650920ULMB00193,28500.0,28500.0,30,F,1997-08-23,อื่นๆ,15000.0,MC,HONDA,SUPER CUB 110I,2019,CP,38000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,26,4,0
17452,25650921REUM00003,27900.0,25537.69,18,M,1996-10-04,พนักงานบริษัท,24000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,27,8,0
17457,25650921ULCR00004,200000.0,195618.56,36,F,1971-06-16,อื่นๆ,18000.0,CAR,TOYOTA,COROLLA ALTIS,2014,BB,309000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,52,9,0
17466,25650920REUM00103,13000.0,12220.75,24,F,1977-09-26,ข้าราชการ,15000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,46,15,0
17473,25650921ULMB00026,26000.0,25556.49,24,F,1976-11-07,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,47,10,0
17475,25650921ULMB00024,30000.0,28913.93,36,F,1995-09-14,STREET VENDOR,18000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,28,6,0
17482,25650921ULMB00020,9800.0,9001.97,18,M,1989-12-01,พนักงานบริษัท,15000.0,MC,YAMAHA,MIO 125,2011,AF,13000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,34,12,0
17487,25650921ULMB00030,30000.0,29856.81,36,M,2002-02-26,พนักงานบริษัท,10350.0,MC,HONDA,WAVE 110 I,2022,CH,44500,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,21,1,0
17536,25650921REUC00039,190000.0,189840.9,60,F,1991-06-03,พนักงานบริษัท,25000.0,PU,TOYOTA,HILUX VIGO,2006,CI,237000,S1,2023-01-07,S2,PL,APPLICATION_COMPLETED,32,17,0
17539,25650921ULMB00049,50000.0,50000.0,36,F,1992-11-06,STREET VENDOR,30000.0,MC,HONDA,PCX 160,2022,BT,84000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,31,1,0
17548,25650921ULMB00053,5000.0,4247.09,12,M,1965-10-28,อื่นๆ,10000.0,MC,HONDA,WAVE 100,2006,AI,18000,S1,2023-01-15,S2,PL,APPLICATION_COMPLETED,58,17,0
17553,25650921ULMB00062,16000.0,16000.0,24,M,1987-02-18,อื่นๆ,12000.0,PU,MITSUBISHI,TRITON,2006,AH,222500,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,36,17,0
17558,25650921ULMB00067,11000.0,9496.72,12,F,1979-10-16,STREET VENDOR,15000.0,MC,GPX,DEMON 125,2016,AF,16000,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,44,7,0
17698,25650921ULCR00148,250000.0,250000.0,48,M,1994-03-08,อื่นๆ,25000.0,PU,ISUZU,D-MAX,2012,BT,461500,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,29,11,0
17726,25650921REUM00065,50000.0,47340.45,24,M,1982-03-15,อื่นๆ,40000.0,PU,TOYOTA,HILUX REVO,2018,CN,536500,S1,2022-09-21,S1,PL,APPLICATION_COMPLETED,41,5,0
17757,25650921REUC00113,134000.0,134000.0,60,F,1972-10-05,เกษตรกร,22000.0,CAR,MITSUBISHI,MIRAGE,2013,AF,207500,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,51,10,0
17758,25650921REUC00088,150000.0,149564.43,60,F,1994-04-18,พนักงานบริษัท,20000.0,PU,ISUZU,D-MAX,2005,AX,200500,S1,2023-01-11,S2,PL,APPLICATION_COMPLETED,29,18,0
17781,25650912ULCR00055,98400.0,98400.0,48,M,1956-01-10,STREET VENDOR,10000.0,PU,TOYOTA,HILUX TIGER,1999,OG,164000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,67,24,0
17814,25650922REUM00009,23000.0,22735.39,36,F,1999-09-16,STREET VENDOR,20000.0,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,24,6,0
17857,25650922REUC00047,119000.0,119000.0,60,M,1984-03-18,STREET VENDOR,15000.0,CAR,TOYOTA,YARIS,2006,DG,159000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,39,17,0
17885,25650922REUC00087,215000.0,214585.39,60,F,1990-09-30,อื่นๆ,20000.0,CAR,TOYOTA,VIOS,2014,DG,288500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,33,9,0
17908,25650922ULMB00074,18500.0,17327.5,12,M,1985-12-26,STREET VENDOR,90000.0,PU,NISSAN,FRONTIER NAVARA,2012,AB,244000,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,38,11,0
17921,25650922ULMB00071,29000.0,28900.43,24,M,1996-02-03,เกษตรกร,15000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,27,4,0
17935,25650922ULMB00096,15000.0,13864.8,24,F,1991-07-14,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,32,5,0
17937,25650922REUC00110,123000.0,123000.0,60,F,1985-02-26,STREET VENDOR,25000.0,CAR,HONDA,CIVIC,2003,AT,164000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,38,20,0
17943,25650922ULMB00093,15000.0,12630.21,12,F,1985-09-13,อื่นๆ,30000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,38,16,0
17953,25650922ULMB00097,18000.0,14011.77,12,M,1974-10-22,อื่นๆ,20000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2023-01-16,S2,PL,APPLICATION_COMPLETED,49,12,0
17956,25650922REUM00046,15000.0,12929.59,12,F,1976-12-09,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,47,12,0
17960,25650922ULCR00112,200000.0,200000.0,60,F,1998-03-09,STREET VENDOR,25000.0,CAR,TOYOTA,YARIS,2013,FW,279500,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,25,10,0
17970,25650922REUC00115,100000.0,100000.0,60,M,1976-10-27,อื่นๆ,17000.0,CAR,HONDA,JAZZ,2006,CB,158000,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,47,17,0
18017,25650922ULMB00127,6300.0,6300.0,12,F,1986-10-23,เกษตรกร,30000.0,MC,RYUKA,SAVE-II S,2020,AC,21000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,37,3,0
18040,25650922ULMB00129,17500.0,16565.55,24,F,1966-11-23,เกษตรกร,14000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-09-22,S1,PL,APPLICATION_COMPLETED,57,13,0
18090,25650920REUM00085,14500.0,14308.65,18,F,1985-05-26,อื่นๆ,15000.0,MC,HONDA,ICON,2008,AX,19500,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,38,15,0
18095,25650921REUM00062,13000.0,12660.75,36,F,1985-09-06,STREET VENDOR,20000.0,MC,HONDA,CLICK 110I,2009,AC,17500,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,38,14,0
18097,25650922REUM00060,22000.0,21812.37,36,M,1971-08-16,อื่นๆ,10000.0,MC,YAMAHA,MIO 125I,2015,BR,30000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,52,8,0
18109,25650920ULCR00143,24000.0,23053.74,12,M,1970-06-10,ข้าราชการ,48000.0,PU,TOYOTA,HILUX MIGHTY X,1996,BH,80000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,53,27,0
18114,25650923ULMB00010,15000.0,13716.78,18,M,1994-05-01,พนักงานบริษัท,14000.0,MC,HONDA,WAVE 125 I,2017,CP,32500,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,29,6,0
18122,25650923ULCR00011,105000.0,105000.0,60,F,1985-03-25,บุคลากรทางการแพทย์,40000.0,CAR,TOYOTA,VIOS,2007,AV,162000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,38,16,0
18124,25650923REUM00011,33000.0,33000.0,24,F,1977-10-22,STREET VENDOR,35000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,46,4,0
18127,25650923ULMB00017,15800.0,13623.01,12,F,1978-02-14,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,45,13,0
18149,25650923ULMB00030,20000.0,18322.45,18,F,1961-06-01,อื่นๆ,9000.0,MC,HONDA,SCOOPY,2012,BG,33000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,62,11,0
18155,25650923ULMB00029,22000.0,21812.37,36,F,1995-10-25,STREET VENDOR,30000.0,MC,HONDA,CLICK 125I,2016,AT,30000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,28,7,0
18163,25650923ULMB00032,17000.0,16988.54,36,M,1978-05-01,พนักงานบริษัท,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,45,13,0
18189,25650923REUC00071,197000.0,193676.72,60,M,1995-11-25,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2009,CO,247000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,28,14,0
18191,25650923ULMB00046,23400.0,22682.6,24,M,1967-09-15,อื่นๆ,13000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,56,11,0
18200,25650923ULMB00069,18000.0,18000.0,36,F,1962-02-23,อื่นๆ,10000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,61,12,0
18225,25650923ULMB00084,4500.0,4500.0,12,M,1984-01-14,STREET VENDOR,15000.0,MC,HONDA,WAVE 100,2004,AB,15000,S2,2022-12-25,S1,PL,APPLICATION_COMPLETED,39,19,0
18242,25650923ULMB00099,10000.0,9459.37,24,M,1968-06-11,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,55,11,0
18245,25650923REUM00073,17700.0,17070.9,36,F,1983-06-17,เกษตรกร,45000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,40,11,0
18268,25650923ULMB00112,26000.0,26000.0,36,F,1965-11-06,STREET VENDOR,18500.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,58,11,0
18275,25650923REUM00081,13000.0,12550.0,18,M,1984-04-26,STREET VENDOR,10000.0,MC,KAWASAKI,NEW KSR 110,2012,AI,19000,S1,2023-01-05,S2,PL,APPLICATION_COMPLETED,39,11,0
18324,25650923ULMB00136,20000.0,18919.88,24,M,1980-08-26,อื่นๆ,40000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,43,11,0
18332,25650923REUM00084,33000.0,32973.94,36,F,1963-11-25,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2019,DT,44000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,60,4,0
18353,25650923ULMB00152,14000.0,11892.15,12,F,1978-08-31,พนักงานบริษัท,10000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S1,2022-09-23,S1,PL,APPLICATION_COMPLETED,45,12,0
18403,25650920REUM00025,26800.0,26233.42,36,M,1988-09-25,พนักงานบริษัท,13852.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,35,10,0
18441,25650924ULMB00028,26000.0,25306.32,36,F,1997-04-19,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-09-24,S1,PL,APPLICATION_COMPLETED,26,7,0
18468,25650924ULMB00042,26400.0,26232.21,36,F,1996-10-29,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,2022-09-24,S1,PL,APPLICATION_COMPLETED,27,9,0
18497,25650924REUM00031,23400.0,22762.92,36,M,1993-04-20,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,30,9,0
18499,25650924ULMB00059,13000.0,12416.99,36,F,1999-04-20,STREET VENDOR,18000.0,MC,HONDA,CLICK 110I,2010,AD,17500,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,24,13,0
18512,25650924ULMB00069,25000.0,23655.46,24,F,1969-07-02,ข้าราชการ,25000.0,MC,HONDA,SCOOPY I,2017,CB,26500,S1,2022-09-24,S1,PL,APPLICATION_COMPLETED,54,6,0
18595,25650925ULMB00033,27000.0,23260.3,12,F,1996-11-27,พนักงานบริษัท,13000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S1,2022-09-25,S1,PL,APPLICATION_COMPLETED,27,4,0
18605,25650925ULMB00039,30000.0,28864.46,24,F,1983-06-10,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2003,DL,119000,S1,2022-09-25,S1,PL,APPLICATION_COMPLETED,40,20,0
18609,25650925ULMB00047,15000.0,12922.93,12,M,1985-02-06,พนักงานบริษัท,20000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-09-25,S1,PL,APPLICATION_COMPLETED,38,12,0
18614,25650925REUC00032,210000.0,209376.56,60,M,1981-09-12,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2007,CT,304500,S1,2022-09-25,S1,PL,APPLICATION_COMPLETED,42,16,0
18662,25650926ULMB00002,20000.0,19911.4,12,F,1989-06-28,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,34,8,0
18666,25650926ULMB00005,31000.0,31000.0,24,F,1997-10-15,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,26,6,0
18671,25650926ULMB00007,27800.0,27593.92,36,F,1966-11-14,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,57,8,0
18675,25650926ULMB00012,25000.0,24481.41,24,F,1986-09-16,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2018,DH,43000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,37,5,0
18732,25650926ULMB00068,25000.0,23595.44,24,M,1953-07-12,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,70,6,0
18763,25650926REUM00029,27000.0,26243.96,36,M,1971-12-24,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,52,9,0
18764,25650925REUM00021,12700.0,12344.13,36,F,1978-04-12,พนักงานบริษัท,20000.0,MC,YAMAHA,SPARK 115 I,2012,AI,17000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,45,11,0
18765,25650926ULMB00082,28500.0,28500.0,24,M,1986-01-07,อื่นๆ,20000.0,MC,HONDA,DREAM 110I,2014,CC,42000,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,37,9,0
18789,25650926REUM00020,26000.0,25260.92,36,F,1978-05-10,STREET VENDOR,20000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,45,5,0
18790,25650926REUM00036,15000.0,14682.85,24,F,1996-06-06,STREET VENDOR,25000.0,MC,HONDA,SCOOPY I,2013,BI,20000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,27,10,0
18834,25650926ULMB00042,31000.0,28401.45,18,M,1989-06-15,พนักงานบริษัท,20000.0,MC,HONDA,CLICK 125I,2019,BD,42000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,34,4,0
18837,25650926ULMB00101,27000.0,26165.17,36,F,1979-09-27,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,44,11,0
18839,25650926ULMB00108,15000.0,12897.06,12,F,1974-11-02,อื่นๆ,10000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,49,13,0
18868,25650926ULMB00125,30000.0,25800.81,12,M,1974-06-15,ข้าราชการ,33000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,49,4,0
18871,25650926ULMB00116,10000.0,9700.75,24,F,1985-05-13,พนักงานบริษัท,15000.0,MC,HONDA,CLICK 110,2007,AB,13500,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,38,16,0
18896,25650926ULMB00123,10000.0,10000.0,12,M,1991-09-27,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,32,5,0
18929,25650926ULCR00084,140000.0,140000.0,60,M,1980-11-09,พนักงานบริษัท,40000.0,PU,MITSUBISHI,TRITON,2012,AQ,206500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,43,11,0
18942,25650926ULMB00148,16500.0,16435.81,36,F,1967-05-28,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S1,2022-12-12,S2,PL,APPLICATION_COMPLETED,56,12,0
18953,25650926REUM00060,27000.0,25876.25,30,M,1954-10-22,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-26,S1,PL,APPLICATION_COMPLETED,69,11,0
18973,25650926ULMB00166,13000.0,12832.47,36,F,1990-09-12,อื่นๆ,9000.0,MC,HONDA,SCOOPY I,2014,BX,20000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,33,9,0
18987,25650926ULMB00186,25000.0,25000.0,36,M,1999-01-06,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S2,2022-12-30,S1,PL,APPLICATION_COMPLETED,24,8,0
18995,25650926REUM00096,23000.0,23000.0,24,F,1988-04-14,STREET VENDOR,30000.0,MC,HONDA,CBR 150,2013,AF,30500,S2,2022-12-22,S1,PL,APPLICATION_COMPLETED,35,10,0
19000,25650926REUC00173,178000.0,178000.0,60,M,1995-01-04,STREET VENDOR,25000.0,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,28,18,0
19091,25650926ULMB00188,4800.0,4125.7,12,F,1988-11-21,อื่นๆ,10000.0,MC,HONDA,WAVE 100,2005,AD,16000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,35,18,0
19121,25650927ULMB00038,27000.0,26907.84,24,M,1989-02-23,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,34,11,0
19195,25650927ULMB00079,36400.0,36290.16,36,M,1990-11-10,อื่นๆ,20000.0,MC,HONDA,PCX 150,2016,CF,56000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,33,7,0
19221,25650927ULMB00074,13000.0,12630.31,36,M,1981-01-30,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,42,15,0
19262,25650927REUC00116,195000.0,194051.76,60,M,1971-03-14,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2008,BZ,248000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,52,15,0
19280,25650927REUC00113,184000.0,183013.05,60,M,1980-03-24,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2005,CF,230000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,43,18,0
19294,25650927ULMB00127,27700.0,26903.27,36,M,1997-12-04,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,26,8,0
19318,25650927ULMB00129,15800.0,15458.48,24,M,1959-09-15,เลี้ยงสัตว์,10000.0,MC,HONDA,SCOOPY I,2010,BC,21000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,64,13,0
19320,25650927REUC00145,150000.0,150000.0,60,F,1982-04-19,อื่นๆ,17000.0,PU,MITSUBISHI,TRITON,2007,AY,235000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,41,16,0
19328,25650927REUC00124,160000.0,160000.0,60,F,1988-04-22,STREET VENDOR,15000.0,CAR,MAZDA,2,2011,BM,228500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,35,12,0
19350,25650927REUM00074,15000.0,12904.76,12,F,1972-07-13,เกษตรกร,13000.0,MC,HONDA,WAVE 110 I,2019,DT,44000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,51,4,0
19384,25650927ULMB00167,10000.0,8585.46,12,M,1960-03-09,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,2022-09-27,S1,PL,APPLICATION_COMPLETED,63,14,0
19389,25650927REUM00085,40000.0,40000.0,24,F,1998-06-18,พนักงานบริษัท,40000.0,MC,VESPA,S 125,2017,AI,65000,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,25,6,0
19419,25650927ULMB00159,13500.0,13500.0,36,F,1990-03-31,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,33,13,0
19420,25650927ULMB00158,16500.0,13933.82,12,M,1984-12-16,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 125 I,2012,BM,22000,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,39,11,0
19446,25650928REUC00011,149000.0,149000.0,36,M,1986-02-18,พนักงานบริษัท,20000.0,CAR,HONDA,ACCORD,2005,CL,203000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,37,18,0
19491,25650928ULMB00028,5400.0,5043.75,12,F,1974-07-12,STREET VENDOR,90000.0,MC,HONDA,WAVE 125,2002,AC,18000,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,49,21,0
19494,25650927REUC00062,150000.0,146993.64,60,F,1993-08-07,พนักงานบริษัท,17000.0,CAR,TOYOTA,YARIS,2009,DT,201500,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,30,14,0
19517,25650928REUM00019,33000.0,32029.88,36,M,1976-09-06,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,47,3,0
19541,25650928ULMB00054,27000.0,25136.89,36,F,1976-07-27,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,47,6,0
19569,25650928REUM00028,35000.0,34999.82,36,M,1985-10-17,อื่นๆ,21900.0,MC,HONDA,CB 150,2017,AI,47500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,38,6,0
19579,25650928ULMB00091,16000.0,14218.0,24,F,1982-05-31,STREET VENDOR,50000.0,MC,HONDA,CLICK 125I,2014,AP,22500,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,41,9,0
19585,25650928ULMB00094,26300.0,26120.68,36,F,1971-06-28,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,52,10,0
19600,25650928REUM00017,18700.0,18700.0,18,M,1980-03-05,STREET VENDOR,19000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,2022-12-10,S1,PL,APPLICATION_COMPLETED,43,11,0
19634,25650928ULMB00115,15000.0,14995.94,12,M,1985-08-21,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,38,5,0
